,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
5/25/22,10:00,2054,11032,1926,0,55,279,29,0,227,1138,0,0,0,16741,25.75
5/25/22,11:00,2053,10576,1784,0,55,0,38,0,108,1616,0,0,0,16230,25.07
5/25/22,12:00,2054,10002,1497,0,55,0,42,0,109,1746,0,0,0,15504,20.25
5/25/22,13:00,2055,9547,1289,0,55,0,42,0,238,1545,0,0,0,14772,20.15
5/25/22,14:00,2056,8884,1237,0,55,0,38,0,51,1844,0,0,0,14165,20.17
5/25/22,15:00,2057,8245,1253,0,55,0,42,0,0,1849,0,0,0,13501,19.14
5/25/22,16:00,2059,8265,1167,0,55,0,41,-343,0,1286,0,0,0,12529,18.11
5/25/22,17:00,2059,8207,1127,0,55,0,36,-927,0,1330,0,0,0,11887,15.54
5/25/22,18:00,2059,8732,1027,0,55,0,30,-803,0,1036,0,0,0,12135,16.58
5/25/22,19:00,2058,9149,970,0,55,0,35,-367,0,851,0,0,0,12752,16.91
5/25/22,20:00,2058,8944,920,0,55,2,40,-42,0,927,0,0,0,12904,18.04
5/25/22,21:00,2058,8439,907,0,55,253,34,-35,0,940,0,0,0,12651,17
5/25/22,22:00,2058,7954,913,0,55,934,39,-318,0,1235,0,0,0,12871,16
5/25/22,23:00,2058,7881,958,0,55,1874,42,-518,0,1647,0,0,0,13997,15.53
5/26/22,0:00,2058,8747,1064,0,55,2761,43,-60,0,1355,0,0,0,16022,18.52
5/26/22,1:00,2057,9069,1427,0,55,3429,48,0,0,1403,0,0,0,17489,18.77
5/26/22,2:00,2057,9676,1476,0,55,3813,47,0,64,1030,0,0,0,18218,19.51
5/26/22,3:00,2058,9688,1406,0,55,3394,59,0,110,1383,0,0,0,18153,20
5/26/22,4:00,2058,9134,1191,0,55,3084,71,0,116,1820,0,0,0,17529,19.14
5/26/22,5:00,2057,10199,1510,0,55,2307,79,0,275,1875,0,0,0,18358,20.24
5/26/22,6:00,2057,10263,1922,0,55,1496,75,0,535,1792,0,0,0,18194,23.84
5/26/22,7:00,2056,10390,2122,0,55,1080,77,0,492,1668,0,0,0,17940,25.14
5/26/22,8:00,2056,10681,2221,0,55,574,97,0,531,1625,0,0,0,17840,26.28
5/26/22,9:00,2056,10449,2224,0,55,245,88,0,269,1945,0,0,0,17332,26.74
5/26/22,10:00,2056,10609,2246,0,55,60,67,0,131,1700,0,0,0,16925,26.63
5/26/22,11:00,2057,10372,2000,0,55,0,45,0,72,1692,0,0,0,16292,25.44
5/26/22,12:00,2057,10178,1687,0,55,0,29,0,0,1460,0,0,0,15466,25.53
5/26/22,13:00,2058,9689,1671,0,55,0,19,0,0,1321,0,0,0,14814,23.84
5/26/22,14:00,2059,9439,1607,0,55,0,13,0,0,1062,0,0,0,14235,23.24
5/26/22,15:00,2059,8692,1568,0,55,0,21,0,0,1265,0,0,0,13660,18.16
5/26/22,16:00,2059,7987,1583,0,55,0,13,0,0,1012,0,0,0,12709,19.29
5/26/22,17:00,2059,7544,1597,0,55,0,10,0,0,795,0,0,0,12060,19.97
5/26/22,18:00,2059,8197,1668,0,55,0,7,0,0,351,0,0,0,12337,20.15
5/26/22,19:00,2059,8606,1755,0,55,0,17,0,0,440,0,0,0,12932,20.04
5/26/22,20:00,2060,8732,1771,0,55,1,19,0,0,405,0,0,0,13044,20.07
5/26/22,21:00,2060,8572,1694,0,55,263,20,0,0,214,0,0,0,12878,20.24
5/26/22,22:00,2060,7736,1638,0,55,829,18,0,0,650,0,0,0,12986,23.18
5/26/22,23:00,2058,7086,1649,0,55,1583,11,0,0,1553,0,0,0,13996,17.01
5/27/22,0:00,2058,7775,1671,0,55,2446,19,0,54,1819,0,0,0,15895,15.14
5/27/22,1:00,2058,8026,1709,0,55,3119,32,0,184,2096,0,0,0,17278,15.14
5/27/22,2:00,2058,7308,1783,0,55,3860,37,0,64,2393,0,0,0,17558,17.5
5/27/22,3:00,2058,6877,1771,0,55,4742,33,0,32,2471,0,0,0,18039,16.89
5/27/22,4:00,2058,6790,1721,0,55,5011,37,-256,0,2072,0,0,0,17487,5.7
5/27/22,5:00,2058,6912,1790,0,55,4760,34,0,50,2488,0,0,0,18148,14.13
5/27/22,6:00,2058,7397,1920,0,55,4118,37,0,259,2217,0,0,0,18061,13.86
5/27/22,7:00,2058,8776,1972,0,55,3201,26,0,272,1588,0,0,0,17948,13.56
5/27/22,8:00,2057,9951,2020,0,55,2186,12,0,287,1270,0,0,0,17837,19.06
5/27/22,9:00,2056,10177,2085,0,55,1175,6,0,290,1234,0,0,0,17078,24.55
5/27/22,10:00,2056,10383,2105,0,55,303,5,0,280,1098,0,0,0,16284,26.66
5/27/22,11:00,2056,10284,2050,0,55,0,4,0,218,1112,0,0,0,15779,25.64
5/27/22,12:00,2055,9869,1801,0,55,0,10,0,133,1151,0,0,0,15075,23.23
5/27/22,13:00,2056,8920,1775,0,55,0,17,0,127,1401,0,0,0,14350,20.24
5/27/22,14:00,2055,8344,1779,0,55,0,19,0,127,1391,0,0,0,13770,19.34
5/27/22,15:00,2055,7887,1761,0,55,0,24,0,174,1167,0,0,0,13123,17.06
5/27/22,16:00,2057,6195,1711,0,55,0,32,-248,0,2376,0,0,0,12178,19.38
5/27/22,17:00,2057,5959,1687,0,55,0,35,-288,0,2128,0,0,0,11633,18.72
5/27/22,18:00,2055,6064,1917,0,55,0,30,-224,0,1959,0,0,0,11856,18.83
5/27/22,19:00,2056,6247,2134,0,55,0,29,0,4,1936,0,0,0,12460,19.09
5/27/22,20:00,2056,5920,2100,0,55,2,16,0,258,2136,0,0,0,12543,19.38
5/27/22,21:00,2057,5519,2076,0,55,354,15,0,282,1958,0,0,0,12317,18.32
5/27/22,22:00,2057,5159,1661,0,55,1368,22,-151,0,2008,0,0,0,12179,13.88
5/27/22,23:00,2057,4295,1409,0,55,2521,35,-927,0,2974,0,0,0,12419,3.33
5/28/22,0:00,2057,3969,1259,0,55,3581,39,-1424,0,4074,0,0,0,13610,9.76
5/28/22,1:00,2056,3667,1201,0,55,4407,47,-1048,0,4350,0,0,0,14735,14.67
5/28/22,2:00,2056,3591,1163,0,55,4817,48,-733,0,4290,0,0,0,15288,11.69
5/28/22,3:00,2056,3548,1187,0,55,5088,47,-864,0,4492,0,0,0,15609,10.54
5/28/22,4:00,2057,3720,1013,0,55,5008,51,-979,0,4400,0,0,0,15324,0.51
5/28/22,5:00,2056,4009,1107,0,55,4769,49,-966,0,4372,0,0,0,15451,13.41
5/28/22,6:00,2055,4931,1222,0,55,4110,44,-883,0,3654,0,0,0,15188,6.87
5/28/22,7:00,2054,5781,1465,0,55,3260,24,-273,0,2719,0,0,0,15084,0.02
5/28/22,8:00,2053,6123,1751,0,55,2320,10,0,82,2807,0,0,0,15202,15.03
5/28/22,9:00,2053,6762,2105,0,56,1232,4,0,181,2719,0,0,0,15113,18.11
5/28/22,10:00,2052,7316,2195,0,58,321,1,0,358,2569,0,0,0,14871,21.46
5/28/22,11:00,2052,7552,2186,0,58,0,1,0,822,2142,0,0,0,14813,23.48
5/28/22,12:00,2052,7094,1995,0,58,0,1,0,606,2394,0,0,0,14201,20.12
5/28/22,13:00,2053,6714,1570,0,58,0,1,0,390,2701,0,0,0,13488,18.92
5/28/22,14:00,2054,6490,1396,0,58,0,2,0,189,2541,0,0,0,12729,18.32
5/28/22,15:00,2055,6443,1376,0,58,0,3,0,17,2304,0,0,0,12256,16.2
5/28/22,16:00,2054,6096,1408,0,58,0,5,-292,0,2045,0,0,0,11374,17.29
5/28/22,17:00,2053,6165,1408,0,58,0,3,-551,0,1707,0,0,0,10843,16.57
5/28/22,18:00,2054,6469,1429,0,58,0,4,-490,0,1608,0,0,0,11132,16.77
5/28/22,19:00,2054,6586,1898,0,58,0,8,-274,0,1379,0,0,0,11710,17.41
5/28/22,20:00,2054,6638,1868,0,58,2,8,-260,0,1465,0,0,0,11833,17.48
5/28/22,21:00,2055,5990,1804,0,58,362,9,-323,0,1466,0,0,0,11421,16.32
5/28/22,22:00,2055,5538,1093,0,58,1370,8,-584,0,1688,0,0,0,11226,12.85
5/28/22,23:00,2055,5066,957,0,58,2487,6,-973,0,1836,0,0,0,11492,2.33
5/29/22,0:00,2055,5012,950,0,58,3615,7,-1432,0,2048,0,0,0,12312,0.01
5/29/22,1:00,2055,5115,938,0,58,4529,9,-1775,0,2464,0,0,0,13393,0.01
5/29/22,2:00,2054,4760,932,0,58,5127,9,-1770,0,2931,0,0,0,14101,0.01
5/29/22,3:00,2054,4912,939,0,58,5416,10,-1768,0,2866,0,0,0,14487,0.01
5/29/22,4:00,2055,5000,950,0,58,5395,10,-1417,0,2641,0,0,0,14690,0.01
5/29/22,5:00,2055,5232,1065,0,58,5077,9,-1422,0,2652,0,0,0,14726,0.01
5/29/22,6:00,2054,5616,1464,0,58,4447,12,-1083,0,2084,0,0,0,14651,0.01
5/29/22,7:00,2053,6250,1720,0,58,3561,14,-549,0,1668,0,0,0,14775,0.02
5/29/22,8:00,2052,6593,2142,0,58,2472,13,0,84,1677,0,0,0,15091,9.21
5/29/22,9:00,2052,7774,2290,0,58,1322,14,0,53,1792,0,0,0,15355,17.65
5/29/22,10:00,2051,8532,2295,0,58,345,18,0,0,1876,0,0,0,15174,20.3
5/29/22,11:00,2051,8426,2281,0,58,0,25,0,0,2136,0,0,0,14978,20.1
5/29/22,12:00,2051,8415,1961,0,58,0,33,0,0,1913,0,0,0,14431,20.2
5/29/22,13:00,2052,7990,1646,0,58,0,37,0,0,1877,0,0,0,13659,20.3
5/29/22,14:00,2052,7348,1500,0,58,0,35,0,0,1866,0,0,0,12859,19.1
5/29/22,15:00,2053,7185,1436,0,58,0,41,0,0,1527,0,0,0,12301,17.48
5/29/22,16:00,2054,6649,1222,0,58,0,41,0,0,1331,0,0,0,11356,18.26
5/29/22,17:00,2055,6604,953,0,58,0,35,-234,0,1380,0,0,0,10852,17.84
5/29/22,18:00,2056,6967,914,0,58,0,37,-199,0,1245,0,0,0,11078,17.74
5/29/22,19:00,2056,7519,920,0,58,0,38,0,0,1151,0,0,0,11743,17.74
5/29/22,20:00,2056,7592,920,0,58,3,32,0,0,1340,0,0,0,12002,17.74
5/29/22,21:00,2057,7248,918,0,58,367,26,0,0,1297,0,0,0,11971,17.48
5/29/22,22:00,2058,6653,960,0,58,1351,27,0,112,1222,0,0,0,12440,14.56
5/29/22,23:00,2056,6426,1279,0,58,2377,22,0,115,1082,0,0,0,13414,15.35
5/30/22,0:00,2056,7961,1462,0,58,2833,16,0,71,1052,0,0,0,15510,17.67
5/30/22,1:00,2056,8640,1471,0,58,2697,30,0,63,2046,0,0,0,17061,17.76
5/30/22,2:00,2056,8623,1581,0,58,2609,57,0,178,2435,0,0,0,17598,17.77
5/30/22,3:00,2056,8532,1525,0,58,2538,70,0,299,2653,0,0,0,17733,17.85
5/30/22,4:00,2055,8618,1386,0,58,2281,80,0,49,2597,0,0,0,17124,14.88
5/30/22,5:00,2055,9125,1860,0,58,1667,82,0,20,2967,0,0,0,17834,17.78
5/30/22,6:00,2054,9154,2152,0,58,1197,89,0,161,3038,0,0,0,17903,18.49
5/30/22,7:00,2054,10016,2167,0,58,916,91,0,217,2304,0,0,0,17822,19.32
5/30/22,8:00,2053,10754,2200,0,58,541,91,0,181,1857,0,0,0,17736,24.87
5/30/22,9:00,2054,10649,2117,0,58,327,85,0,150,1665,0,0,0,17106,24.41
5/30/22,10:00,2054,10516,2006,0,58,107,51,0,4,1832,0,0,0,16628,22.27
5/30/22,11:00,2054,10143,1681,0,58,0,31,0,0,1995,0,0,0,15963,20.1
5/30/22,12:00,2053,9601,1484,0,58,0,47,0,0,1861,0,0,0,15103,19.38
5/30/22,13:00,2052,9393,1384,0,58,0,55,0,0,1376,0,0,0,14318,18.43
5/30/22,14:00,2052,9405,1285,0,58,0,47,0,0,1012,0,0,0,13859,18.39
5/30/22,15:00,2052,8685,1263,0,58,0,22,0,0,1198,0,0,0,13278,17.74
5/30/22,16:00,2053,7687,1106,0,58,0,9,0,0,1307,0,0,0,12220,18.87
5/30/22,17:00,2053,7623,916,0,58,0,5,-254,0,1355,0,0,0,11755,18.41
5/30/22,18:00,2053,7688,840,0,58,0,6,0,0,1302,0,0,0,11947,18.34
5/30/22,19:00,2054,8408,834,0,58,0,2,0,0,1279,0,0,0,12635,18.4
5/30/22,20:00,2054,8227,862,0,58,2,7,0,0,1550,0,0,0,12761,18.62
5/30/22,21:00,2054,8033,880,0,58,234,26,0,2,1448,0,0,0,12735,18.28
5/30/22,22:00,2054,7891,893,0,58,487,22,0,108,1487,0,0,0,13000,18.66
5/30/22,23:00,2055,8144,1084,0,58,798,30,0,109,1917,0,0,0,14195,18.59
5/31/22,0:00,2055,8585,1434,0,58,1040,50,0,21,2535,0,0,0,15777,19.2
5/31/22,1:00,2055,8900,1755,0,58,1697,44,0,96,2197,0,0,0,16801,24.41
5/31/22,2:00,2055,7916,2034,0,58,2818,46,0,402,1742,0,0,0,17070,19.96
5/31/22,3:00,2055,7716,2056,0,58,3718,53,0,263,1657,0,0,0,17577,19.19
5/31/22,4:00,2055,7812,1615,0,58,4045,55,0,86,1295,0,0,0,17020,14.31
5/31/22,5:00,2054,7775,1822,0,58,3970,47,0,130,2076,0,0,0,17933,19.48
5/31/22,6:00,2054,8361,1985,0,58,3550,47,0,377,1750,0,0,0,18180,16.84
5/31/22,7:00,2052,8776,2119,0,58,2763,66,0,438,1665,0,0,0,17938,17.45
5/31/22,8:00,2054,9645,2304,0,58,1972,93,0,354,1252,0,0,0,17731,22.01
5/31/22,9:00,2055,9455,2302,0,58,1120,92,0,301,1636,0,0,0,17019,24.99
5/31/22,10:00,2054,9685,2290,0,58,326,87,0,94,1759,0,0,0,16353,25.4
5/31/22,11:00,2054,9867,1947,0,58,1,78,0,5,1667,0,0,0,15677,25.35
5/31/22,12:00,2053,9932,1581,0,58,0,83,0,95,1076,0,0,0,14879,24.88
5/31/22,13:00,2052,9063,1453,0,58,0,57,0,34,1460,0,0,0,14177,19.04
5/31/22,14:00,2052,8709,1393,0,58,0,30,0,0,1375,0,0,0,13617,19.48
5/31/22,15:00,2052,8008,1348,0,58,0,25,0,0,1504,0,0,0,12994,18.73
5/31/22,16:00,2052,7511,1170,0,58,0,25,-25,0,1217,0,0,0,12009,17.86
5/31/22,17:00,2052,7442,1023,0,58,0,24,-324,0,1202,0,0,0,11478,15.83
5/31/22,18:00,2052,7643,960,0,58,0,26,-76,0,1143,0,0,0,11805,15
5/31/22,19:00,2052,8208,954,0,58,0,20,0,0,1198,0,0,0,12489,15.39
5/31/22,20:00,2052,8518,965,0,58,3,27,0,0,1127,0,0,0,12749,16.9
5/31/22,21:00,2053,7798,947,0,58,273,32,0,0,1336,0,0,0,12497,15.7
5/31/22,22:00,2053,6759,961,0,58,967,18,0,153,1318,0,0,0,12286,9.23
5/31/22,23:00,2054,6721,1126,0,58,2013,10,0,136,946,0,0,0,13063,3.83
6/1/22,0:00,2053,7493,1635,0,58,3055,8,0,71,510,0,0,0,14884,14.15
6/1/22,1:00,2054,7574,1813,0,58,3705,8,0,119,878,0,0,0,16209,15.55
6/1/22,2:00,2053,8389,1874,0,58,3805,8,0,54,507,0,0,0,16749,14.18
6/1/22,3:00,2053,8081,1896,0,58,3001,7,0,227,1510,0,0,0,16832,15.31
6/1/22,4:00,2053,7364,1888,0,58,2515,4,0,367,1694,0,0,0,15944,8
6/1/22,5:00,2052,7856,2315,0,58,2572,5,0,376,1580,0,0,0,16815,17.6
6/1/22,6:00,2053,8233,2329,0,58,2457,5,0,253,1661,0,0,0,17047,18.44
6/1/22,7:00,2052,8629,2307,0,58,1825,7,0,236,1759,0,0,0,16873,18.82
6/1/22,8:00,2052,9423,2321,0,58,1153,13,0,256,1405,0,0,0,16681,22.44
6/1/22,9:00,2052,9752,2190,0,58,591,10,0,254,1197,0,0,0,16102,24.89
6/1/22,10:00,2052,10029,1954,0,58,177,5,0,116,1435,0,0,0,15826,25.6
6/1/22,11:00,2052,10022,1822,0,58,1,7,0,92,1586,0,0,0,15639,25.54
6/1/22,12:00,2051,9795,1513,0,58,0,20,0,90,1435,0,0,0,14962,24.93
6/1/22,13:00,2051,9373,1438,0,58,0,15,0,42,1293,0,0,0,14270,21.72
6/1/22,14:00,2051,9149,1338,0,58,0,11,0,0,1141,0,0,0,13748,19.34
6/1/22,15:00,2052,8484,1293,0,58,0,10,0,0,1323,0,0,0,13219,19.08
6/1/22,16:00,2052,7658,1145,0,58,0,8,-315,0,1595,0,0,0,12201,19.02
6/1/22,17:00,2052,6685,1102,0,58,0,6,0,57,1672,0,0,0,11632,18.35
6/1/22,18:00,2052,7172,1060,0,58,0,1,0,118,1478,0,0,0,11940,18.28
6/1/22,19:00,2052,7674,1102,0,58,0,0,0,120,1643,0,0,0,12650,18.66
6/1/22,20:00,2052,7764,1087,0,58,3,0,0,121,1839,0,0,0,12926,18.78
6/1/22,21:00,2053,7241,1035,0,58,366,0,0,129,1821,0,0,0,12704,18.25
6/1/22,22:00,2054,6625,1061,0,58,1405,1,0,63,1584,0,0,0,12851,17.35
6/1/22,23:00,2055,6420,1240,0,58,2533,3,-257,0,1699,0,0,0,13750,15.68
6/2/22,0:00,2054,6731,1629,0,58,3593,5,0,22,1495,0,0,0,15588,15.93
6/2/22,1:00,2054,6889,1746,0,58,4461,7,0,162,1836,0,0,0,17213,16.64
6/2/22,2:00,2054,6875,1810,0,58,5064,10,0,283,1750,0,0,0,17903,1.5
6/2/22,3:00,2053,7061,1660,0,58,5355,12,0,264,1826,0,0,0,18289,4.53
6/2/22,4:00,2053,6632,1447,0,58,5329,13,0,87,2049,0,0,0,17667,3.63
6/2/22,5:00,2052,7516,1794,0,58,5012,15,0,157,1926,0,0,0,18529,0.03
6/2/22,6:00,2053,7774,2050,0,58,4390,19,0,192,2119,0,0,0,18655,10.88
6/2/22,7:00,2052,7922,2335,0,58,3505,26,0,267,2354,0,0,0,18519,17.15
6/2/22,8:00,2052,9268,2349,0,58,2441,24,0,342,1959,0,0,0,18493,19.84
6/2/22,9:00,2052,9004,2362,0,58,1330,34,0,431,2412,0,0,0,17684,19.77
6/2/22,10:00,2052,9353,2380,0,58,362,38,0,551,2050,0,0,0,16844,22.89
6/2/22,11:00,2053,9237,2091,0,58,1,51,0,534,2230,0,0,0,16256,22.57
6/2/22,12:00,2052,8991,1851,0,58,0,48,0,344,2143,0,0,0,15486,20.18
6/2/22,13:00,2050,8761,1658,0,58,0,41,0,312,1918,0,0,0,14798,20.73
6/2/22,14:00,2049,8340,1615,0,58,0,31,0,424,1731,0,0,0,14248,20.2
6/2/22,15:00,2050,7997,1584,0,58,0,19,0,242,1671,0,0,0,13621,18.81
6/2/22,16:00,2051,7362,1433,0,58,0,10,0,34,1607,0,0,0,12555,18.77
6/2/22,17:00,2051,6928,1276,0,58,0,10,0,0,1568,0,0,0,11890,18.4
6/2/22,18:00,2051,7481,1122,0,58,0,6,0,0,1461,0,0,0,12179,18.43
6/2/22,19:00,2051,7900,1070,0,58,0,2,0,85,1636,0,0,0,12803,18.79
6/2/22,20:00,2051,7991,1076,0,58,4,0,0,135,1602,0,0,0,12918,18.83
6/2/22,21:00,2052,7466,1081,0,58,405,0,0,47,1773,0,0,0,12883,18.7
6/2/22,22:00,2052,6923,1065,0,58,1391,3,0,124,1616,0,0,0,13233,16.88
6/2/22,23:00,2052,6625,1185,0,58,2527,5,0,120,1681,0,0,0,14253,8.7
6/3/22,0:00,2052,7257,1499,0,58,3589,9,0,140,1633,0,0,0,16238,2.83
6/3/22,1:00,2053,7372,1681,0,58,4454,8,0,132,2101,0,0,0,17858,17.19
6/3/22,2:00,2052,7151,1769,0,58,5027,15,0,127,2365,0,0,0,18564,14.79
6/3/22,3:00,2052,7294,1785,0,58,5226,15,0,116,2428,0,0,0,18974,16.24
6/3/22,4:00,2052,6882,1425,0,58,5143,19,0,118,2627,0,0,0,18325,15.38
6/3/22,5:00,2052,7921,1702,0,58,4750,18,0,371,2355,0,0,0,19227,18.9
6/3/22,6:00,2051,8281,2166,0,58,4015,14,0,271,2466,0,0,0,19322,16.06
6/3/22,7:00,2051,8707,2314,0,58,3084,12,0,351,2554,0,0,0,19130,14.07
6/3/22,8:00,2050,9239,2384,0,58,1903,7,0,525,2549,0,0,0,18714,18.16
6/3/22,9:00,2050,9318,2381,0,58,951,3,0,533,2393,0,0,0,17687,20.96
6/3/22,10:00,2050,9478,2353,0,58,261,1,0,437,2289,0,0,0,16925,20.85
6/3/22,11:00,2050,9303,1885,0,58,2,2,0,429,2599,0,0,0,16327,20.22
6/3/22,12:00,2050,9114,1740,0,58,0,5,0,208,2272,0,0,0,15447,20.2
6/3/22,13:00,2050,8766,1581,0,58,0,12,0,150,2036,0,0,0,14652,19.94
6/3/22,14:00,2050,8698,1540,0,58,0,16,0,46,1714,0,0,0,14122,20.11
6/3/22,15:00,2050,8019,1532,0,58,0,23,0,0,1774,0,0,0,13455,19.25
6/3/22,16:00,2049,7780,1611,0,58,0,34,-129,0,1016,0,0,0,12420,17.58
6/3/22,17:00,2049,7566,1419,0,58,0,39,-343,0,957,0,0,0,11745,16.38
6/3/22,18:00,2048,7620,1487,0,58,0,42,-264,0,884,0,0,0,11876,16.38
6/3/22,19:00,2049,8018,1957,0,58,0,40,-305,0,733,0,0,0,12550,17.33
6/3/22,20:00,2050,7629,1889,0,58,3,38,-81,0,1073,0,0,0,12659,17.72
6/3/22,21:00,2050,7542,1187,0,58,288,26,0,0,1061,0,0,0,12211,16.76
6/3/22,22:00,2050,6568,1044,0,58,1049,24,-156,0,1328,0,0,0,11964,14.87
6/3/22,23:00,2050,5663,1068,0,58,2306,33,-1101,0,2234,0,0,0,12311,14.74
6/4/22,0:00,2049,5513,1041,0,58,3468,23,-2317,0,3672,0,0,0,13509,14.61
6/4/22,1:00,2049,5815,1040,0,58,4365,19,-2687,0,3846,0,0,0,14504,7.23
6/4/22,2:00,2049,5800,1046,0,58,5023,19,-2484,0,3492,0,0,0,15002,0.24
6/4/22,3:00,2049,5867,1046,0,58,5343,26,-2517,0,3446,0,0,0,15318,0.01
6/4/22,4:00,2049,5879,1044,0,58,5336,30,-2656,0,3424,0,0,0,15165,0.01
6/4/22,5:00,2049,6011,1071,0,58,5024,17,-2332,0,3359,0,0,0,15257,1.01
6/4/22,6:00,2050,5817,1262,0,58,4415,10,-1717,0,3276,0,0,0,15170,8.3
6/4/22,7:00,2050,6283,1493,0,58,3535,6,-1414,0,3283,0,0,0,15295,9.51
6/4/22,8:00,2050,7454,1865,0,58,2467,4,0,104,1452,0,0,0,15455,12.7
6/4/22,9:00,2050,8290,2209,0,58,1334,2,0,149,1378,0,0,0,15472,16.51
6/4/22,10:00,2050,8719,2285,0,61,339,1,0,158,1488,0,0,0,15102,18.93
6/4/22,11:00,2050,8931,2290,0,64,2,1,0,127,1481,0,0,0,14946,23.71
6/4/22,12:00,2050,8389,2243,0,64,0,5,0,79,1410,0,0,0,14240,20.45
6/4/22,13:00,2051,8249,1999,0,64,0,6,0,0,1063,0,0,0,13431,20.48
6/4/22,14:00,2051,8012,1603,0,64,0,11,0,0,1040,0,0,0,12780,19.04
6/4/22,15:00,2051,7268,1503,0,64,0,9,0,0,1399,0,0,0,12294,17.75
6/4/22,16:00,2051,6587,1452,0,64,0,10,-18,0,1283,0,0,0,11430,17.33
6/4/22,17:00,2051,6407,1436,0,64,0,11,-327,0,1188,0,0,0,10830,16.97
6/4/22,18:00,2052,6647,1475,0,64,0,4,-46,0,871,0,0,0,11067,17.43
6/4/22,19:00,2051,6916,1784,0,64,0,2,0,0,914,0,0,0,11732,17.12
6/4/22,20:00,2051,6842,1871,0,64,4,4,0,0,1037,0,0,0,11873,17.42
6/4/22,21:00,2052,6941,1227,0,64,315,9,-8,0,790,0,0,0,11390,16.45
6/4/22,22:00,2051,6452,1019,0,64,868,9,-439,0,700,0,0,0,10724,14.97
6/4/22,23:00,2051,6154,1037,0,64,1464,6,-644,0,925,0,0,0,11056,9.08
6/5/22,0:00,2051,6377,1016,0,64,2130,7,-641,0,972,0,0,0,11976,3.33
6/5/22,1:00,2051,6458,1019,0,64,2711,9,-614,0,1100,0,0,0,12798,4.65
6/5/22,2:00,2050,6311,1009,0,64,2511,15,-681,0,1901,0,0,0,13180,4.65
6/5/22,3:00,2050,6504,1018,0,64,2364,19,-293,0,1834,0,0,0,13560,4.65
6/5/22,4:00,2050,6710,1049,0,64,1239,24,0,0,2531,0,0,0,13667,4.65
6/5/22,5:00,2050,6487,1201,0,64,888,34,0,0,2773,0,0,0,13497,8.09
6/5/22,6:00,2050,6116,1523,0,64,764,47,0,113,2776,0,0,0,13454,10.32
6/5/22,7:00,2050,6529,1655,0,64,534,38,0,126,2460,0,0,0,13456,14.14
6/5/22,8:00,2049,7713,1828,0,64,375,43,0,120,1575,0,0,0,13767,16.43
6/5/22,9:00,2048,8163,2238,0,64,213,53,0,110,1355,0,0,0,14244,17.49
6/5/22,10:00,2048,8712,2284,0,64,83,62,0,27,1238,0,0,0,14518,18.38
6/5/22,11:00,2049,8790,2273,0,64,1,52,0,80,1145,0,0,0,14454,18.56
6/5/22,12:00,2049,8428,2111,0,64,0,40,0,0,1297,0,0,0,13989,17.62
6/5/22,13:00,2049,7769,1931,0,64,0,29,0,0,1442,0,0,0,13285,16.48
6/5/22,14:00,2049,7495,1624,0,64,0,49,0,0,1291,0,0,0,12573,15.52
6/5/22,15:00,2049,7244,1561,0,64,0,67,0,0,1134,0,0,0,12120,15.23
6/5/22,16:00,2049,6463,1438,0,64,0,70,0,0,1168,0,0,0,11252,15.33
6/5/22,17:00,2049,6130,1422,0,64,0,83,-251,0,1228,0,0,0,10725,15.14
6/5/22,18:00,2049,6314,1431,0,64,0,80,-99,0,1180,0,0,0,11019,15.53
6/5/22,19:00,2049,6873,1432,0,64,0,79,0,0,1178,0,0,0,11675,15.77
6/5/22,20:00,2049,7090,1451,0,64,1,53,0,0,1258,0,0,0,11966,16.4
6/5/22,21:00,2049,7337,1465,0,64,129,34,0,0,1002,0,0,0,12080,17.22
6/5/22,22:00,2049,7205,1531,0,64,482,41,0,74,1084,0,0,0,12530,15
6/5/22,23:00,2049,7967,1541,0,64,662,53,0,118,1269,0,0,0,13724,14.88
6/6/22,0:00,2049,9190,1599,0,64,875,45,0,10,1819,0,0,0,15650,15.38
6/6/22,1:00,2049,9442,1827,0,64,984,22,0,0,2428,0,0,0,16815,17.22
6/6/22,2:00,2049,9137,1999,0,64,1194,8,0,80,2256,0,0,0,16787,17.22
6/6/22,3:00,2049,8934,2001,0,64,1457,10,0,181,1988,0,0,0,16684,16.61
6/6/22,4:00,2049,8549,1478,0,64,1474,10,0,0,2268,0,0,0,15893,16.31
6/6/22,5:00,2049,9501,1890,0,64,1229,14,0,74,1790,0,0,0,16612,17.88
6/6/22,6:00,2049,9720,2083,0,64,1290,17,0,76,1626,0,0,0,16925,18.04
6/6/22,7:00,2049,9664,2099,0,64,1138,25,0,192,1723,0,0,0,16955,17.9
6/6/22,8:00,2050,9889,2038,0,64,891,40,0,203,1821,0,0,0,16997,17.22
6/6/22,9:00,2050,9584,1931,0,64,535,56,0,255,2072,0,0,0,16547,16.97
6/6/22,10:00,2049,9812,1850,0,64,162,63,0,625,1546,0,0,0,16171,18.2
6/6/22,11:00,2049,9364,1687,0,64,2,73,0,752,1632,0,0,0,15623,18.22
6/6/22,12:00,2049,9302,1667,0,64,0,78,0,390,1320,0,0,0,14871,18.31
